사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
2022-05,5호선,2565,하남시청(덕풍·신장),3,0,4786,90,11104,3594,26155,5859,24519,13877,14268,8180,12218,7861,12112,7657,12766,7827,11600,10826,10060,9283,10332,12334,13581,14964,13308,17172,14007,21039,8020,19865,5784,12935,4552,11745,3154,10244,1009,7202,2,845,0,0,0,0,0,0
2022-05,5호선,2566,하남검단산,15,1,3470,18,9089,3148,22061,5257,20257,12387,10869,11255,9312,9590,8428,9292,9274,9518,9938,9046,10071,9678,11494,10266,13452,11015,13041,12728,13174,16895,7855,15428,6454,10115,5186,8006,3909,8377,741,5512,0,1756,0,0,0,0,0,0
2022-05,6호선,2611,응암,12,0,12035,1217,27449,6086,72675,10371,92062,18271,45811,12991,30207,13247,26268,14803,27384,17619,25858,19144,22144,20590,21188,26175,22793,33101,22480,45289,22181,75698,14191,60022,10670,39544,8952,32204,7166,31668,2381,20540,3,1761,0,0,0,0,0,0
2022-05,6호선,2612,역촌,1,0,1989,331,6081,2093,16846,2880,16862,8017,9010,4397,6029,3710,5177,4282,6093,4895,5976,5120,5122,5069,4647,5747,4748,8263,4972,10384,5406,17255,2870,14149,2158,7588,1697,7898,1406,6283,455,6214,0,5,0,0,0,0,0,0
2022-05,6호선,2613,불광,33,0,1723,550,4111,3125,10500,3835,12536,7513,7086,7608,5976,5655,6837,6079,7316,6215,8224,7151,8621,7048,9845,7661,11262,8512,10204,10329,9930,14569,6255,11156,5322,6509,4322,5613,2462,4997,851,4924,1,121,0,0,0,0,0,0
2022-05,6호선,2614,독바위,1,1,2272,187,5146,1098,14454,1879,13150,3143,6684,3705,4452,3878,3852,2881,4279,3215,3931,2968,3529,3348,3547,3991,3721,5414,3258,6765,2741,10770,1886,10189,1270,6077,1034,5334,605,5517,222,4109,7,543,0,0,0,0,0,0
2022-05,6호선,2615,연신내,0,0,0,0,1,0,0,0,3,0,1,0,1,0,3,0,0,0,1,0,2,0,0,0,1,0,3,0,1,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05,6호선,2616,구산,1,0,5513,143,11793,2262,30971,7573,38145,6872,19634,4888,12925,4658,12011,6136,12831,6717,11191,7270,9579,7240,10568,9276,12270,12377,10026,13978,9121,20138,5691,18850,4420,10273,3911,9080,3305,7941,895,4933,3,741,0,0,0,0,0,0
2022-05,6호선,2617,새절(신사),29,1,11174,648,21282,5343,55665,8343,63870,15647,32720,13825,21276,9370,18586,10776,19448,12567,18009,15065,15602,14441,15882,19346,21239,22224,18625,30552,16722,48233,10003,41059,7226,24087,6270,21499,4851,20893,1477,13833,4,4159,0,0,1,1,0,0
2022-05,6호선,2618,증산(명지대앞),29,3,8203,698,16146,4236,41696,6081,49651,11218,27453,9040,18251,7834,15321,9494,15731,10321,14987,11842,12748,12737,12538,15734,13677,19960,13842,26145,13662,42711,8117,34033,6061,20572,4686,20023,3720,16906,1551,11726,2,1808,0,0,0,0,0,0
2022-05,6호선,2619,디지털미디어시티,80,2,6328,2898,14693,11841,48367,28072,51682,74307,28194,27502,17610,12429,14543,10727,15557,12582,14597,13244,13391,13257,14751,15579,19109,21482,32744,27606,50759,45034,20774,33560,11525,20731,9324,18982,6505,17823,2594,12560,93,2614,0,1,0,0,0,0
2022-05,6호선,2620,월드컵경기장(성산),0,0,861,1441,2715,3387,8139,5586,9724,11948,5702,11099,6768,12520,7926,14087,8808,14364,8865,15594,10262,15761,13035,17439,16184,13581,15158,11533,21540,14959,9800,9826,7763,5541,11035,4275,9137,3256,3982,2145,1,201,0,0,0,0,0,0
2022-05,6호선,2621,마포구청,18,2,7108,2114,14500,6912,40579,14920,56325,36601,33389,17643,22191,13106,19521,12794,20986,15284,19593,15487,18010,15403,18042,18543,20372,20985,25796,27218,37111,41198,17678,31086,13316,21085,12312,17898,9380,17855,3909,13628,0,644,0,0,0,0,0,0
2022-05,6호선,2622,망원,2,0,5634,964,10437,4878,28127,9950,38118,31750,24341,28290,18289,21701,17537,25710,20091,28298,21122,30600,21647,28892,23057,31246,26430,33169,30888,39282,38642,50285,27137,34900,24543,18753,23237,15476,20009,13698,8053,11180,1,27,0,0,0,0,0,0
2022-05,6호선,2623,합정,26,1,4208,1510,6479,7451,14695,17271,22310,44103,16059,29679,12939,18542,14480,20076,17345,20727,19307,22724,20437,20115,22290,21304,26024,25271,33037,32101,48315,44210,32221,28405,28923,15594,32657,13257,29603,12507,14440,12590,4,385,0,0,0,0,0,0
2022-05,6호선,2624,상수,56,4,4637,1059,5454,3564,9732,6499,14196,24769,9270,30068,7053,18201,7933,17150,11555,19450,12824,22814,13340,18805,14729,16885,19088,20204,24641,24716,29503,33667,20045,22787,18323,13700,20535,10959,21956,9652,13042,8104,1,204,0,0,0,0,0,0
2022-05,6호선,2625,광흥창(서강),5,1,2845,1469,7712,5202,20117,16953,26704,36540,16855,18972,12095,11132,13056,8932,14581,9984,11749,11158,11893,10240,14103,11396,15188,12709,20748,15733,32078,23032,13651,16969,9447,10392,8543,9889,6568,9667,2362,6669,1,336,0,0,0,0,0,0
2022-05,6호선,2626,대흥(서강대앞),22,0,2417,830,5736,4011,16068,15764,22055,31744,13798,17432,10432,13073,10643,11402,13323,12800,13780,15447,12292,12483,14641,12539,18923,13992,22561,17401,23984,23755,12751,16010,10053,10128,10287,9071,11337,8513,3565,7644,3,371,0,0,0,0,0,0
2022-05,6호선,2627,공덕,129,2,4946,2263,8980,10529,22123,39710,30578,99999,21677,47852,17847,22802,19972,19383,21504,19133,22777,19291,22790,18968,26199,19162,31875,22843,53251,28841,85777,41613,34634,26632,27365,15705,28006,14489,23129,14055,10599,10287,67,4591,0,1,0,0,0,0
2022-05,6호선,2628,효창공원앞,13,1,2607,743,5862,3819,17334,8260,27017,24445,16440,14273,10173,8830,9685,8176,10755,8769,10546,9065,9453,9257,10537,9243,12639,11264,15773,13398,23166,19750,10371,13646,7212,8459,6418,7801,5078,7917,2267,5204,3,787,0,0,0,0,0,0
2022-05,6호선,2629,삼각지,20,0,1690,1049,3342,7544,7954,16509,13866,27473,9571,11926,7488,9301,9410,8295,10760,8992,12041,9380,12028,8394,14657,8339,17592,8904,23524,10852,30605,14197,14402,9068,10779,6476,10880,6272,9389,7929,4418,5941,2,630,0,0,0,0,0,0
2022-05,6호선,2630,녹사평(용산구청),12,0,1816,511,2159,4132,5066,9773,7906,17477,5862,9201,4715,7820,5024,8149,5895,9436,6912,10303,7462,9507,8472,10476,12453,11442,14724,14060,19017,17061,12251,11835,11826,6208,13455,4903,13041,3992,6525,3135,7,346,0,0,0,0,0,0
2022-05,6호선,2631,이태원,82,0,17534,1373,11535,6935,10697,11546,14331,29928,10959,23671,9560,17300,10403,18250,13071,20669,14422,22321,16377,20846,20071,22060,26442,27366,30156,33909,33919,45237,27185,37762,26237,26123,30776,22452,35568,18587,22667,15684,9,2848,0,0,0,0,0,0
2022-05,6호선,2632,한강진,59,0,1235,829,1549,7625,3230,19901,5305,40715,4486,28449,3532,18179,4444,19047,6189,18959,8204,23458,10753,18665,16102,19372,25558,20154,30806,22543,38936,25254,26112,13286,22040,4612,24764,3526,24850,2764,4394,2503,5,2811,0,0,0,0,0,0
2022-05,6호선,2633,버티고개,2,0,765,379,1892,1418,4968,3037,7959,4868,5076,3193,3541,2488,3436,2489,3243,2763,3313,2969,3043,3193,3427,3682,3859,3812,4628,4767,6252,6605,3130,5057,2179,3141,1713,3229,1475,3233,536,2325,5,170,0,0,0,0,0,0
2022-05,6호선,2634,약수,7,0,1349,329,2102,2112,5049,6437,7693,16949,5693,8639,4548,5023,4740,4762,5181,4653,5532,5424,5619,4661,6038,5358,6888,5881,8419,7545,12966,9126,6520,6002,4886,3686,5155,3250,4186,3272,1814,2172,4,246,0,0,0,0,0,0
2022-05,6호선,2635,청구,16,0,1764,615,3227,2773,7173,7304,9746,22566,6073,10313,4624,4522,4481,3931,4339,4057,4755,4510,4561,4206,4799,4809,5849,5282,6933,6399,12485,7519,8336,5574,4926,3640,4096,3167,3651,3606,1506,2587,6,439,0,0,0,0,0,0
2022-05,6호선,2636,신당,85,1,6085,1071,4615,7673,6398,15690,11075,37691,9717,21389,8274,13662,10260,11184,12781,10934,11160,13137,10334,9142,12877,8622,20121,10616,21805,14209,24933,20449,15433,18419,13400,9229,16454,7428,22109,7525,4880,9775,13,1080,0,0,0,0,0,0
2022-05,6호선,2637,동묘앞,166,1,4525,877,4846,4733,9901,9054,14219,24437,11110,20060,10726,15570,13228,16766,16425,16860,17047,17818,18301,16766,20945,15639,22973,15354,24161,15103,23603,17168,13265,12442,9125,8746,7825,8374,6442,8244,2510,8547,20,1487,0,0,0,0,0,0
2022-05,6호선,2638,창신,3,0,2652,324,5250,2225,14919,6861,17174,6471,8616,3743,5754,3101,4732,3337,4956,3496,4521,3632,4014,3653,4940,4123,6366,5012,5046,6731,4819,8987,3454,7591,2981,4882,1977,4854,1470,4725,584,3346,1,118,0,0,0,0,0,0
2022-05,6호선,2639,보문,13,0,3614,904,7407,3834,21798,9794,32481,18600,16249,9822,11035,7317,10153,7010,10973,7293,11472,8293,10266,7227,10452,8966,13009,10465,14337,14598,17647,21835,8673,17623,6513,11661,6510,11504,5149,12127,2612,9827,0,398,0,0,0,0,0,0
2022-05,6호선,2640,안암(고대병원앞),27,2,3547,1288,3953,7953,9488,17160,11904,47526,11227,34771,13144,41379,17160,24296,18133,22191,20568,31168,19927,19556,29177,20043,37419,20210,46030,23160,39247,30235,21413,21620,19148,13414,23278,12821,32271,13590,16990,10345,0,1356,0,0,0,0,0,0
2022-05,6호선,2641,고려대(종암),23,2,4288,762,8063,4842,21993,12406,26520,29861,14413,13758,10418,12144,10817,10656,11835,9522,13916,12994,11129,9849,14248,11414,21168,13447,22423,15963,21874,25211,10669,19673,8933,12488,10197,11934,11667,11948,4429,9365,4,252,1,1,0,0,0,0
2022-05,6호선,2642,월곡(동덕여대),17,0,6945,814,14082,3884,41205,7342,46374,27884,25470,16983,17954,14702,17489,13961,17886,13733,17966,15692,17579,15467,17418,17408,21615,22476,22348,26160,27271,40703,13699,32950,10320,19570,8962,18433,5841,16787,2657,12914,4,337,1,0,0,0,0,0
2022-05,6호선,2643,상월곡(한국과학기술연구원),3,0,5177,665,9346,2059,25626,3735,29305,14338,14986,8049,10275,7963,9534,7355,9264,6352,9283,7745,8756,7516,8091,8682,10060,10746,10024,13246,10575,18904,6598,16398,3730,10559,3642,9937,2635,9748,1198,7009,4,629,0,0,0,0,0,0
2022-05,6호선,2644,돌곶이,15,2,6540,1001,14353,3500,38495,6391,42829,17164,21624,12777,14479,11190,12792,9272,13237,10284,14039,10659,13922,10779,12830,13239,13207,15852,14826,21292,14604,31686,10164,26769,7101,16204,6724,13428,4940,14043,1972,8913,3,1202,0,0,0,0,0,0
2022-05,6호선,2645,석계,1009,7,9128,1823,20482,5331,50216,8611,55121,15841,30060,12157,21176,11448,18601,13267,18685,14490,18387,16518,16382,16907,16389,20561,18387,26627,18069,32712,16368,51429,11781,44400,8726,25200,7730,22838,7110,21937,3592,15099,55,2664,0,0,0,0,0,0
2022-05,6호선,2646,태릉입구,23,0,4639,925,7799,3094,20019,4506,22801,9625,11831,8892,9477,10548,9716,12482,10664,10580,11253,12122,11290,12722,12077,12849,12712,14632,12973,16857,11999,25772,7754,21953,6322,11330,5263,11412,4125,10750,1768,8844,14,2671,0,0,0,0,0,0
2022-05,6호선,2647,화랑대(서울여대입구),7,0,5963,1019,22380,3193,61356,8020,56736,16596,27330,11148,18296,9404,16476,10645,17197,9620,17311,11679,14815,11131,16086,13077,19472,14905,20851,22367,17322,35488,8547,32569,6124,19335,5176,17315,3866,16622,1263,12364,1,1679,0,0,0,0,0,0
2022-05,6호선,2648,봉화산(서울의료원),35,0,5285,998,16138,2949,48853,6156,39733,13112,19815,7523,14796,6741,12410,6281,12552,8696,11783,9841,10269,9832,9826,12451,10746,14368,12910,20428,10644,30714,5801,29397,4497,17485,3747,14857,2906,14902,917,9955,4,1591,0,0,0,0,0,0
2022-05,6호선,2649,신내,0,0,0,0,1,0,1,0,1,0,3,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05,7호선,2711,장암,1,0,1522,189,6291,1357,15531,1384,9859,1728,4030,2196,2307,2550,2300,2458,2382,2134,2745,1706,3114,1608,3418,1285,4244,1617,4071,1852,3046,2737,1977,2713,1310,1397,895,1153,407,783,133,482,3,132,0,0,0,0,0,0
2022-05,7호선,2712,도봉산,49,0,5164,1169,18582,6370,51176,8923,42864,16671,22272,19888,14131,19532,13746,15302,13234,14558,13014,14137,13097,13132,14939,14884,18114,17691,15599,22505,13287,35117,7079,39488,4349,23890,3369,20667,2737,18824,769,14275,56,2786,0,0,0,0,0,0
2022-05,7호선,2713,수락산,45,0,9978,782,22023,5504,51459,9126,50182,18097,31078,18246,21833,17941,19646,16632,20318,17331,21025,15330,20660,15843,20553,19339,21564,23285,20940,29636,20640,40051,12837,43478,8907,25510,6954,22075,4715,20347,1829,13329,31,2499,0,0,0,0,0,0
2022-05,7호선,2714,마들,10,1,9997,1180,25985,3164,64751,8507,63467,11560,32383,9949,22580,9329,19792,11239,20507,12287,18093,13374,16283,15640,16365,18843,15788,23720,14045,28666,12640,44596,7980,46602,5912,26354,4081,23061,3308,21865,1276,15092,11,2221,0,0,0,0,0,0
2022-05,7호선,2715,노원,42,0,7359,2251,15474,7864,38909,18583,42036,43999,29634,41714,27561,31463,30469,30529,33380,32415,33602,37217,35039,37823,37962,39294,41547,42788,42787,49005,46913,62768,29767,51814,29434,27544,22878,21983,22734,18769,7668,14921,120,2448,0,1,0,0,0,0
2022-05,7호선,2716,중계,10,0,9573,2110,25119,5410,63758,18198,65463,27133,35497,13939,24203,11396,21664,11846,25140,15177,20667,16129,16933,15589,18593,18264,24778,22068,22175,29445,19131,44538,10872,44807,7772,26217,7362,23275,5259,22359,1813,15232,24,1635,0,1,0,0,0,0
2022-05,7호선,2717,하계,16,1,8518,1556,25927,7012,70967,17323,73601,26504,40821,21206,29793,16928,27477,18119,29349,22136,26793,23932,25036,23587,28000,27039,33259,30633,32560,37646,27179,55485,15756,54469,12800,31405,11108,27787,8184,27965,2510,18882,30,2097,0,0,0,0,0,0
2022-05,7호선,2718,공릉(서울과학기술대),35,0,6628,994,15297,4886,37753,13437,42618,26915,24475,19778,18795,15006,17974,13232,19358,16115,19018,19112,18604,16614,20800,18960,26800,22007,24695,27272,26693,41250,14455,37072,12498,21558,11652,18551,11109,18478,4335,13214,3,1494,0,0,0,0,0,0
2022-05,7호선,2719,태릉입구,111,0,7478,1103,8733,4982,22896,8999,27798,19795,18932,15913,14151,16856,14352,18982,16550,16073,17161,16920,18806,18078,21803,16859,23077,18087,24952,20763,24099,27295,14607,23392,11282,14761,10106,13499,7446,12468,3085,9253,11,4823,0,0,0,0,0,0
2022-05,7호선,2720,먹골,12,0,7561,653,13855,3034,36830,5664,46161,14356,26633,9781,17419,9199,15331,10597,16623,11211,15668,11807,13860,12729,14058,16228,15062,19555,15825,25823,16313,36787,11103,34221,8165,20329,6476,18180,5175,16252,2119,11030,5,1272,0,0,0,0,0,0
2022-05,7호선,2721,중화,12,0,8802,1134,15405,5301,37962,8588,48432,22745,26859,11477,17497,10200,15501,10876,16580,11841,15627,12186,14330,13109,14733,16956,17242,19904,18842,25188,19695,37079,12405,33269,8476,20492,7055,17994,5146,17400,2016,10737,11,1373,0,0,0,0,0,0
2022-05,7호선,2722,상봉(시외버스터미널),416,9,10953,1541,21004,8263,55103,13341,76575,28229,37805,19505,23365,15726,21308,16548,23887,17913,23869,19891,22279,19372,22201,22990,26322,27942,28533,37348,31906,61738,22871,54443,17564,32278,16250,26797,12874,25590,5798,17189,69,2895,0,0,0,0,0,0
2022-05,7호선,2723,면목,36,0,12949,1024,24686,6468,58916,9256,73914,30979,41909,20532,25202,15953,22144,13986,23819,18051,22424,19641,19071,17504,21752,23627,27742,31363,25790,37390,21946,55042,17185,49603,10993,28983,8930,26763,7087,24578,2457,15833,19,2043,0,0,0,0,0,0
2022-05,7호선,2724,사가정,11,0,11916,1727,23977,6969,57941,12195,72612,25943,42156,18429,27350,16176,23145,16065,24651,17992,23649,19276,21354,20317,21383,25357,23407,32522,26239,40746,24728,64263,18174,53405,13186,31146,11193,27098,8467,23926,3974,15908,48,2014,0,0,0,0,0,0
2022-05,7호선,2725,용마산(용마폭포공원),6,1,5195,697,10855,2370,24343,4247,30354,11188,17414,7603,10183,6757,9189,5477,9145,6309,8458,6927,7093,7347,7483,9276,8568,11194,8449,14135,8559,21237,5380,18583,3552,12163,2943,10896,1989,10660,858,7042,22,679,0,0,0,0,0,0
2022-05,7호선,2726,중곡,2,0,6436,805,13972,4760,32920,15323,46559,30179,28138,13289,17192,9483,14770,8778,15320,10312,14729,11152,13208,11522,14181,14785,19592,16872,20495,22599,22298,33162,12213,28058,8306,17287,7046,15253,5314,15163,1527,9918,14,284,0,0,0,0,0,0
2022-05,7호선,2727,군자(능동),50,0,9072,1058,15306,7088,36048,9444,58862,29904,38492,18603,21576,11829,18520,11438,20001,12285,20061,13388,18372,13797,18991,17419,22073,20950,27023,27931,34985,41893,21037,33774,17050,20112,16456,18346,13616,17462,6521,12159,39,899,0,1,0,0,0,0
2022-05,7호선,2728,어린이대공원(세종대),3,0,3681,983,8125,7954,20018,16243,33639,68147,25027,46594,16782,38453,20389,33200,27103,29712,28345,34089,30086,29139,32778,23326,38519,22929,50027,25428,50385,33427,27019,25022,20119,16383,20431,14173,20424,15328,9431,10765,26,963,0,0,0,0,0,0
2022-05,7호선,2729,건대입구,58,1,4207,1053,5089,7634,12348,18312,19494,37369,15752,29725,14114,26136,16253,22030,17867,24299,19190,27150,22418,24692,26766,23698,31638,24924,38573,31584,35300,42897,26229,29255,28459,16700,24181,13274,23162,11684,11787,7495,11,4421,0,0,0,0,0,0
2022-05,7호선,2730,뚝섬유원지,27,0,5787,632,9978,4497,22959,6620,31729,14714,21120,11075,12258,10929,10391,13759,11155,18352,12504,22965,13885,25872,17976,29575,22780,34132,26746,40185,29802,50882,31292,35450,34822,21847,36729,17750,30944,13984,12525,7028,31,784,0,0,0,0,0,0
2022-05,7호선,2731,청담,28,0,2679,3620,6866,25383,10640,59884,15146,156365,12660,98905,12239,35706,15168,24533,18410,22509,19944,22777,22574,20331,31052,17883,39434,19047,61685,20617,114784,21546,54965,13945,31912,9348,29617,8892,24337,6736,6622,4612,12,2981,0,0,0,0,0,0
2022-05,7호선,2732,강남구청,17,0,1746,1840,4134,14104,6999,32781,9763,109356,8720,97203,9043,41223,10749,23087,13009,20870,15515,22000,19503,18262,25095,16328,29159,16529,43942,18645,88730,20196,50927,12644,32563,8497,31855,6927,26733,5578,9532,4485,17,487,0,0,0,0,0,0
2022-05,7호선,2733,학동,1,0,1967,2210,4649,27148,8914,55190,11721,184566,10695,138328,11195,52077,13275,27172,17413,22381,19989,25609,24814,21846,31796,18235,42458,18024,75905,19052,161118,19812,75854,12242,38801,7781,35879,7131,27439,5171,9919,4160,37,286,0,0,0,0,0,0
2022-05,7호선,2734,논현,36,0,2994,1367,5505,16600,9620,48369,15629,121215,13198,104702,12623,38771,14338,24951,15936,22244,17906,24662,21934,22437,27170,21275,32996,23077,58714,26757,104754,37215,57870,20830,36762,12051,38120,10370,38070,8228,17475,6527,41,608,0,0,0,0,0,0
2022-05,7호선,2735,반포,3,0,890,818,2859,8085,8399,12057,12151,19494,8540,16319,6508,9637,6469,9434,7942,9762,8659,9694,8836,8826,10941,8689,15365,9469,16412,10031,17602,12438,12368,7973,9844,5122,10597,4328,8182,4326,2532,2862,1,155,0,0,0,0,0,0
2022-05,7호선,2736,고속터미널,43,0,1139,2851,3209,23057,11771,37172,19328,52896,23661,36348,23941,27662,27145,25308,26568,22995,28387,26478,29389,23303,36104,20354,41036,20724,55546,22488,56059,25714,37289,16820,38633,9992,32483,9618,27791,6021,8937,3656,6,419,0,0,0,0,0,0
2022-05,7호선,2737,내방,5,0,2236,1679,7216,10991,18996,24569,28998,83282,20315,46429,15348,21081,15309,16400,16730,16275,18017,18001,18779,16344,20331,16504,25735,18402,37600,22644,68937,30469,26742,21147,19372,12694,19167,11476,14518,10252,4604,7152,4,3632,0,0,0,0,0,0
2022-05,7호선,2738,이수,26,0,4715,1205,9872,8941,27917,15226,43989,41986,28867,28626,20954,21126,20448,19261,22211,19675,23828,21916,23513,21585,24425,23710,27654,27495,31939,38008,42699,57414,25513,37067,24155,21642,26758,17169,24532,15426,11981,11647,36,1130,0,0,0,0,0,0
2022-05,7호선,2739,남성,19,0,6070,986,14446,4077,38662,6591,57565,15110,32982,11724,19732,10331,17008,10301,17120,11696,16108,12922,14270,13400,13786,16798,15076,19300,15077,26375,15335,41648,9174,30996,8038,19222,7547,18493,5890,16568,2238,11708,16,471,0,0,0,0,0,0
2022-05,7호선,2740,숭실대입구(살피재),6,0,6028,856,13063,4156,39483,9100,51694,30393,30758,20923,21780,28290,20281,21202,20249,19013,22022,22309,22516,20666,21254,20409,29574,25216,30389,31085,24695,48049,15055,36217,12485,22811,14555,21082,14280,20691,5686,14811,27,1709,0,0,0,0,0,0
2022-05,7호선,2741,상도,2,0,5552,1810,13017,5531,34698,8277,45669,21050,27041,15016,17940,14655,16445,12302,17369,13091,17084,14680,15258,16046,16248,16320,18659,19719,20661,25383,21292,40461,12000,28807,10050,19799,9859,16887,9044,17234,4449,12051,19,1386,0,0,0,0,0,0
2022-05,7호선,2742,장승배기,12,0,6209,1159,11286,4207,26904,8681,39813,17667,24016,10493,15454,9637,13285,9609,13412,10215,13702,10730,11990,11778,11805,13949,13857,16988,13614,20672,15647,31577,8869,23014,7161,14808,6588,13975,5332,12955,1989,8219,14,1111,0,0,0,0,0,0
2022-05,7호선,2743,신대방삼거리,42,0,11186,906,20345,6209,55943,14782,82246,29249,46091,19266,27095,14678,23967,13747,24123,15714,21999,17147,20117,19092,19948,22015,23136,27914,23949,37806,29344,62396,15071,48788,12428,30730,10169,28474,8556,24992,3660,18063,16,1881,0,0,0,0,0,0
2022-05,7호선,2744,보라매,6,1,5416,1108,8836,5252,23694,18153,35568,43777,21344,14158,14099,11033,13694,9778,13272,10680,12975,12048,12654,11338,14278,11839,18748,13734,19417,19852,32950,30803,12160,24089,10076,14130,8564,12461,7197,12326,2771,8269,5,1014,0,1,0,0,0,0
2022-05,7호선,2745,신풍,110,4,12193,1410,17257,5468,43133,11847,54139,20136,30675,12508,18664,10483,15656,10651,17161,12176,15780,12935,14139,12961,14206,16250,16812,20399,17297,28944,18334,43708,11881,31620,8207,20463,6577,18605,5138,17827,1805,10690,17,2540,0,0,0,0,0,0
2022-05,7호선,2746,대림(구로구청),26,4,12511,1067,9304,3604,15998,6726,22853,17829,17322,13081,11938,15079,11999,15604,12775,13373,13756,13739,14386,12851,14816,14713,15759,16892,17465,23417,18396,24944,12546,16493,10346,11231,8082,13152,6800,10985,3119,5684,2,323,0,1,0,0,0,0
2022-05,7호선,2747,남구로,105,0,17700,1907,15808,7950,31648,34535,35706,99093,23550,47112,15728,18641,14132,14125,15400,12737,14928,14832,14222,13495,15593,16371,19680,22671,41933,30708,73276,32352,32189,23110,18363,14996,12889,17307,8768,15800,3590,8180,4,911,0,0,0,0,0,0
2022-05,7호선,2748,가산디지털단지,630,4,7758,6981,9588,28035,22117,123676,26560,376690,18735,202578,18156,55782,22932,34948,29200,33130,33834,34966,38346,31185,48232,28240,70403,27975,187598,30132,301388,36884,124785,26425,68196,14959,57147,12820,33000,11179,11638,8455,67,1183,0,0,0,0,0,0
2022-05,7호선,2749,철산,34,0,10845,3245,29732,9596,84744,17134,88635,35078,48992,25254,32536,21544,28830,20698,29850,22637,28224,24693,25339,26334,26201,31478,29563,39643,35140,57149,37160,87936,21609,71121,19244,39649,18628,35673,15595,32502,6297,21314,90,3277,0,0,0,0,0,0
2022-05,7호선,2750,광명사거리,134,0,21222,6087,33371,12670,82515,18274,94442,26386,49955,23630,34627,23346,30687,24903,32418,27705,32037,30795,28978,31944,29892,36137,34565,42109,38310,57151,34839,85628,24053,65607,17743,38663,13366,32104,9291,28210,3568,19136,53,2439,0,0,0,0,0,0
2022-05,7호선,2751,천왕,16,0,7661,1043,18104,5515,52231,9327,59019,15858,32226,8699,18290,7482,15222,8338,15790,10590,14366,11427,12219,12037,12246,15563,15189,19304,14500,27356,14809,46212,8131,37124,5669,21829,4469,19605,3441,17094,1130,10993,7,1526,0,0,0,0,0,0
2022-05,7호선,2752,온수(성공회대입구),146,0,7084,1035,16879,3683,47812,11845,55492,18500,23744,16626,13776,8186,11762,7019,12958,9556,11598,10562,10576,10124,12256,11636,19449,14738,18607,22349,14124,40030,7308,32168,5549,18052,5151,16498,3490,14587,1475,11872,10,6038,0,0,0,0,0,0
2022-05,7호선,2753,까치울,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05,7호선,2756,신중동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05,7호선,2757,부천시청,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05,7호선,2758,상동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05,7호선,2760,굴포천,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022-05,8호선,2811,암사,60,0,15263,1095,30128,5708,81770,9687,105967,21080,52167,13447,29727,12721,24916,14909,26155,16487,24503,18952,20631,20634,19503,24484,21315,33206,22967,42503,24223,68939,14525,59883,11316,33035,8371,27742,5648,29175,1902,17307,2,2923,0,0,0,0,0,0
2022-05,8호선,2812,천호(풍납토성),84,0,11266,1764,17416,11298,40408,14353,58073,29309,32395,23611,19584,18873,18813,19813,20801,21270,20636,22908,19976,24644,21514,29410,23842,32511,30381,45815,30873,67964,20610,49016,17535,28056,13514,24860,10865,22667,4367,13439,21,2896,1,0,0,0,0,0
