사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
2022-05,경부선,1749,서동탄,2,0,1280,9,4803,837,10481,1817,3972,1617,2952,885,2025,771,1846,1430,1788,1172,1488,1138,1452,1440,1959,2227,1965,2227,1896,3202,2579,4686,1125,6245,926,2609,619,1959,507,2657,59,1829,7,1331,0,0,0,0,0,0
2022-05,경부선,1750,광명,0,0,16,1286,3205,2964,12436,6751,10570,7101,6242,6232,3900,4022,6866,2495,5179,7699,4647,142,4067,8176,8575,3876,3163,4946,8787,6736,10306,12479,9041,7219,6468,3668,4222,6214,2663,2875,985,54,0,1,0,0,0,0,0,0
2022-05,경인선,1801,개봉,1487,5,18849,6087,38724,12835,93818,16087,90255,24718,55196,19560,39192,16835,35770,19232,34078,24516,31756,24449,26835,28176,27173,35195,29676,44558,32594,60390,31574,88881,19202,67695,14960,41404,12153,40509,8865,33863,3185,19212,28,1497,0,0,0,0,0,0
2022-05,경인선,1802,오류동,627,5,13263,2195,19524,5889,53879,6654,52739,12016,30664,11014,21244,10641,19181,10189,21145,11985,18650,13451,15901,15135,16198,18537,16578,22150,16246,29275,15217,44988,9209,38553,7295,22723,5999,21561,4502,18894,1554,12200,13,705,0,0,0,0,0,0
2022-05,경인선,1803,역곡,1038,22,31212,3797,47315,11350,124265,14864,122814,36959,67669,40136,45242,25548,40210,29455,42142,32383,41639,33673,34461,36072,35700,38488,43247,56219,48294,76033,42556,115788,26049,96840,21347,58244,18733,52057,16656,45554,6275,32365,12,958,0,0,0,0,0,0
2022-05,경인선,1804,부천,2943,13,40209,5844,45753,14134,109647,19166,110687,50825,66177,44240,49269,41050,49513,42123,53239,51011,51171,54331,48665,53683,53601,56251,61193,68381,63879,92680,60904,133223,40696,105313,34515,59245,33603,54643,28961,44405,13240,33392,36,1100,0,0,0,0,0,0
2022-05,경인선,1805,송내,1848,6,17008,9608,40211,18588,111267,31449,93978,83436,55440,42783,40205,24246,38494,24665,39579,26030,35890,28237,31682,29872,34518,32690,40128,44428,49605,61586,77789,95433,32496,85416,24254,49202,20843,44295,16400,41600,6956,27786,70,798,0,0,0,0,0,0
2022-05,경인선,1806,부평,8213,42,24526,6156,39553,14453,86337,20910,82660,34905,49212,38640,40558,36784,41303,42499,45739,49624,45571,57089,45447,55751,49858,58168,57992,74882,64283,93267,59314,129081,45212,105788,41669,59401,42981,49370,36056,42077,19648,28943,379,4092,0,0,0,0,0,0
2022-05,경인선,1807,백운,103,2,8284,2023,14496,4784,30232,5007,26238,9367,16148,6299,13078,6289,12297,7364,12247,8300,10794,9030,9130,8843,9656,11554,11323,14917,11848,18193,9651,24766,5494,22784,4379,14164,3745,13141,2748,11114,1234,8939,37,1085,0,0,0,0,0,0
2022-05,경인선,1808,동암,604,8,19555,4022,30300,8815,57494,14944,54334,18534,33303,14415,26955,13949,24318,16239,25081,17806,22963,19055,20150,18545,19978,24194,23308,31561,25318,42528,23930,55691,14981,48193,12203,32341,10259,29707,8126,26348,3836,17142,147,2552,0,0,0,0,0,0
2022-05,경인선,1809,주안,1098,32,15208,4977,28355,10928,66020,19334,59796,33353,38479,28012,30632,19824,29615,19811,34466,25749,32683,21593,28688,25570,33781,25548,36278,34710,43606,42044,41505,59995,25287,59778,21553,35417,19688,29762,16200,27517,7183,21818,348,4670,0,0,0,0,0,0
2022-05,경인선,1810,제물포,989,4,8156,1898,16393,5902,41000,14740,36112,34857,20006,16920,16573,11458,16546,9395,17849,12760,16969,12993,14200,12491,18963,13656,24755,17200,24074,23146,25990,31522,11546,29778,8404,18077,6856,16641,4443,15384,1646,11260,67,3306,0,0,0,0,0,0
2022-05,경인선,1811,동인천,1720,6,7445,2816,17144,12839,42076,25082,32853,35133,22383,18840,20501,20493,21278,23619,23808,21808,23170,23911,23057,22511,28238,21223,32248,24956,39624,29682,44638,34762,19705,33736,14976,20243,12072,16493,7727,16208,2192,10075,14,3943,0,0,0,0,0,0
2022-05,경인선,1812,인천,389,34,1205,988,3154,3525,5916,7246,4923,9599,3689,7810,3758,9719,5274,13087,7342,12148,9343,10267,13345,9367,15223,7291,17432,6149,17211,5426,15674,4303,8360,3055,7200,2303,4820,1849,2416,1505,527,1027,14,977,0,0,0,0,0,0
2022-05,경인선,1813,구일,351,7,4482,1385,10318,3737,27485,8922,25417,15391,13973,14169,10795,6115,10040,6209,11859,10610,10251,13986,9033,9909,12477,11677,17123,15224,18687,19363,14013,30627,8565,20789,8001,11387,11131,11555,6054,9263,1538,6296,14,303,0,0,0,0,0,0
2022-05,경인선,1814,소사,1119,16,17759,3174,15581,6511,34349,9015,31458,14027,21071,10834,16746,10196,15106,10698,15331,13900,14266,11769,12683,12293,13908,13676,16447,17796,16315,22382,14633,30793,7979,24897,5982,15995,5295,14781,3560,13622,1208,11300,14,310,1,1,0,0,0,0
2022-05,경인선,1815,부개,1995,5,10002,2394,17296,4116,41470,6270,35143,11535,20271,6555,15313,6177,13944,7647,13941,9035,12799,9730,10670,10651,10752,12996,13074,17405,12900,21714,12179,29817,7023,25553,4970,15766,4016,14934,3080,12508,1287,9493,22,653,0,0,0,0,0,0
2022-05,경인선,1816,간석,332,5,5594,1229,11606,2370,24956,4557,21900,10351,12330,5636,9842,5297,9225,5787,9837,6561,8890,7757,8134,7544,8422,9430,10492,11383,9750,14982,10091,20298,5597,18354,4502,11206,3816,9210,2681,8004,1366,7069,82,1190,0,0,0,0,0,0
2022-05,경인선,1817,도원,574,6,2348,1015,3501,2344,7145,7637,6687,21100,4823,4672,5011,4675,5462,3881,5914,3983,5306,4752,4691,4933,6993,6640,10932,6452,11280,5699,11800,6426,3730,5936,2716,3762,2689,3082,1310,2438,357,2270,14,1034,0,0,0,0,0,0
2022-05,경인선,1821,온수(성공회대입구),191,5,6180,1475,9433,3972,23553,11376,23608,14748,15300,9970,12116,6770,11109,6708,12934,8468,11462,8595,10463,9105,11840,10246,17460,12421,14895,15309,12241,23275,7022,19401,5129,11566,5576,11051,3724,9799,1556,6946,13,615,0,0,0,0,0,0
2022-05,경인선,1822,중동,1083,17,11577,1444,18802,3979,47757,6208,37184,13629,21169,8542,15768,8289,14297,9856,15017,10278,13800,10520,12068,11504,11741,13276,12659,18191,13228,23324,13640,34012,7391,29745,6007,17930,5050,16024,3412,13907,1427,11666,15,359,0,0,0,0,0,0
2022-05,경인선,1823,도화,335,4,4496,731,7196,1731,18345,4242,15665,7327,9465,3616,7719,4123,7175,4420,7164,5347,6757,5378,6118,6276,6168,7192,6943,9054,7166,10022,7282,12539,3694,11742,2823,7180,2128,6163,1498,4682,604,4843,21,1616,0,0,0,0,0,0
2022-05,경원선,1008,이촌(국립중앙박물관),43,1,957,602,3662,2580,8739,4515,9803,8300,7954,5283,6620,4045,6114,3921,6192,4015,6562,4511,6419,4147,7112,5019,9163,5823,10502,6743,10848,8141,6624,6279,5516,4476,5034,4119,3616,4288,1170,2750,7,178,0,0,0,0,0,0
2022-05,경원선,1009,서빙고,44,0,1045,668,2212,3244,3311,4767,3530,9110,3429,4201,3102,3242,2792,2501,3191,2617,3659,3748,3312,3522,4658,4287,5825,3819,8024,3351,7792,4014,3342,3013,2676,1867,2420,1969,1554,1606,373,1201,5,72,0,0,0,0,0,0
2022-05,경원선,1010,한남,135,3,1889,654,2864,4816,4835,10921,5881,14062,4974,12056,4889,6480,5550,5125,6044,5325,5345,5833,5734,5219,7634,5497,9606,6382,14431,7722,14710,7922,7466,6881,5632,3100,5567,3769,5175,2719,2175,1668,11,106,0,0,0,0,0,0
2022-05,경원선,1011,옥수,0,0,0,16,7,150,45,25,101,303,63,27,37,186,17,247,13,99,12,27,38,15,28,13,438,63,381,93,30,16,480,30,57,13,64,17,13,5,7,0,0,0,0,0,0,0,0,0
2022-05,경원선,1012,응봉,168,0,1297,256,3203,1433,7639,2056,7781,2478,5410,1691,3695,1678,3318,1717,3202,2042,2869,2339,2609,3031,2931,2977,3511,3890,3207,4555,3141,5735,2031,5084,1560,3109,1145,2364,938,2800,289,1669,2,76,0,0,0,0,0,0
2022-05,경원선,1013,왕십리(성동구청),1087,12,6639,1239,9360,6938,26785,13755,41785,23380,27715,21112,17051,20406,16990,20633,21273,24126,23465,25574,22488,25717,25108,28428,30629,33871,35197,46292,31809,67844,24627,48807,25033,28896,28968,24212,29475,22717,14856,15524,148,5892,5,6,0,0,0,0
2022-05,경원선,1014,청량리(서울시립대입구),1264,9,6213,2030,8450,13479,29049,17909,44704,27938,25732,34378,33841,35916,25864,35048,30673,32181,37988,35091,30218,36246,37275,38191,38690,37493,35439,35836,41947,51551,25478,37702,30412,20978,21371,22499,12368,12969,5559,8612,56,1311,0,0,0,0,0,0
2022-05,경원선,1016,외대앞,628,18,5018,1863,8288,4626,19316,4078,24590,18557,14925,9836,12598,14625,12752,11588,14425,14361,14665,11509,14516,14554,16127,13326,17736,16466,21737,19539,16909,25085,11403,20582,8765,13363,8884,13526,10210,13513,3673,11407,112,2293,0,0,0,0,0,0
2022-05,경원선,1017,신이문,1383,5,9716,1234,15770,2844,37157,4616,40303,8234,22464,5088,16434,6154,13547,7219,13439,8680,13011,9537,10614,10225,10047,14383,10150,17391,10208,21491,9548,32273,6171,24752,4283,16142,3254,13894,2359,13480,835,8917,57,1706,0,0,0,0,0,0
2022-05,경원선,1018,석계,1328,29,6952,1691,12310,4463,26597,6382,29543,10007,20754,8389,16454,8486,15076,10424,15193,10864,13863,12747,12762,13205,13026,17532,13483,22112,13969,26756,12788,39474,8945,28159,7396,18676,7005,16233,6136,14219,2701,9876,112,2649,0,0,0,0,0,0
2022-05,경원선,1019,광운대,1967,6,6250,1123,13441,2706,31613,6394,28284,18868,16542,11376,12688,11921,12811,14477,13211,11568,13322,14493,13858,14469,13585,12802,17435,15890,17399,18530,15202,26273,8290,20590,7889,13970,6593,12323,6064,11007,2393,11007,173,5500,0,0,0,0,0,0
2022-05,경원선,1020,월계,1040,9,5737,1096,10632,2429,26932,9200,25203,14012,15779,18105,12869,9836,12621,7891,14258,9469,13479,13506,10774,9840,13307,10359,19547,14063,18909,15257,13145,24191,6922,19179,4901,10555,4762,10354,3139,8806,1169,6297,65,1384,0,0,0,0,0,0
2022-05,경원선,1021,녹천,1299,29,4518,753,8455,1407,22613,4890,19735,5666,11908,2927,8760,3504,7635,3386,8100,4534,6804,4869,5443,4948,5543,5903,8005,7874,6016,9479,5168,15121,3311,12576,2275,7746,1916,7709,1444,6092,466,4786,32,1183,0,0,0,0,0,0
2022-05,경원선,1022,창동,0,0,0,0,0,0,0,0,1,0,2,0,0,0,3,0,0,0,1,0,0,0,2,0,0,0,6,0,3,0,1,0,3,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0
2022-05,경원선,1901,방학,825,9,12659,1618,17032,5505,34194,10042,32442,21737,22433,11300,18497,11320,16733,10618,17296,13289,15699,12418,14125,14791,14449,17891,15592,21333,16534,25951,19092,30085,10513,28641,7462,15817,6311,14082,4164,12717,1825,7518,164,2989,0,0,0,0,0,0
2022-05,경원선,1902,도봉,293,22,7770,1439,10626,3716,20431,4174,19348,10249,13692,8057,11770,8367,11050,6998,10100,8756,9932,8485,10120,9545,10034,10684,10201,12333,10422,14179,10763,16659,5138,16279,3600,9538,2825,7828,1964,7701,809,4631,102,1735,0,0,0,0,0,0
2022-05,경원선,1903,도봉산,217,2,6513,1392,10190,3356,22475,5486,22248,10074,15423,16774,13167,20202,13579,17728,16197,17951,19242,13100,23241,11438,25736,11112,25514,10766,21915,10247,16856,11404,10421,9699,6468,5867,4241,5159,2474,4988,939,3502,98,1461,0,0,0,0,0,0
2022-05,경원선,1904,망월사,457,4,8438,1173,13433,4104,28681,5225,29766,23611,18146,16826,14830,10354,16957,16906,15350,13514,15187,13090,16918,15382,13651,14171,16377,17255,22943,21016,13938,27094,7495,26806,6220,15463,6412,13118,7775,12126,1988,7935,244,2972,0,0,0,0,0,0
2022-05,경원선,1905,회룡,1102,12,16203,2047,28767,5774,59121,8652,49952,12794,33277,12219,27083,12181,24956,13321,22546,16387,20691,17140,17269,18775,16481,22310,15780,29529,15853,36384,13206,46224,8605,45507,6786,26649,5886,22023,3868,19509,1615,11953,204,5113,0,0,0,0,0,0
2022-05,경원선,1906,의정부,2577,30,11608,2361,24712,8011,51255,14830,47472,38969,30463,38660,25938,29325,28794,31199,31002,35187,31462,37484,32957,34889,35435,34784,39095,40592,44662,48813,48066,62111,30342,56145,29492,33665,22297,27226,18214,23034,7831,15138,769,9049,0,0,0,0,0,0
2022-05,경원선,1907,가능,642,11,8365,2087,12508,4030,26500,7725,23609,16085,14134,8544,12992,6725,12253,7545,11833,7559,10691,8969,9225,6978,9766,10450,11420,13090,14307,16201,10164,21612,6533,19503,5030,13029,4467,9649,3033,8950,1226,5871,131,3348,0,0,0,0,0,0
2022-05,경원선,1908,녹양,333,5,5315,978,9102,2527,19224,5856,16172,9266,9831,4880,8945,3829,8218,5342,8121,5106,7226,5852,6099,4989,6874,7350,7585,9308,8345,11676,9133,14321,4602,13839,3277,8625,2782,7300,1706,7135,741,4166,61,2283,0,0,0,0,0,0
2022-05,경원선,1909,양주,1832,8,5279,2305,12437,7179,31944,12391,29082,13134,20801,9140,16880,7834,15754,9059,14302,9722,12873,9474,11526,9767,11332,12408,14798,15102,16409,21219,15751,24598,8483,21415,5397,15847,3967,12991,2428,12611,823,6575,50,4018,0,0,0,0,0,0
2022-05,경원선,1910,덕계,27,0,2855,1380,8786,5856,14111,3975,13134,6184,7829,4045,5878,2478,5441,2618,4952,3231,4768,3528,4434,3217,5317,4431,7268,5372,6871,8726,5713,9616,2560,10020,1880,5531,1264,5121,838,3987,394,3213,17,1141,0,0,0,0,0,0
2022-05,경원선,1911,덕정,2,0,3954,1886,8786,7067,20204,10361,19503,19029,12031,11123,9707,7028,10241,7130,10551,9363,10818,7599,9902,6123,12183,8360,13317,9245,16288,14788,15162,15450,6291,15460,4948,9126,4250,9850,2741,7525,1523,5362,214,1641,0,0,0,0,0,0
2022-05,경원선,1912,지행,102,1,5782,1167,11473,2912,24574,6199,25190,14336,16379,8418,13391,5982,12523,7777,11778,9203,11491,11172,10518,9483,10131,12405,11460,14499,12701,21542,13755,20642,7916,22208,6756,14152,5466,12078,4160,11451,2056,8346,141,3120,0,0,0,0,0,0
2022-05,경원선,1913,동두천중앙,58,1,2612,842,5666,2455,9017,5025,9878,10646,7516,4932,6562,4214,6091,5592,6376,5024,6155,5479,5706,4771,5956,5636,6020,5852,7180,7453,7421,6806,3406,7027,2579,4765,1594,3866,1003,3706,416,2774,23,926,0,0,0,0,0,0
2022-05,경원선,1914,보산,43,1,1797,492,2659,1187,4854,3129,4478,3050,3902,2051,3056,1597,3154,1758,3220,1845,3290,2406,3138,2453,3279,2783,3575,3210,5078,3984,3774,4176,2392,5183,1700,3824,1229,2899,524,2421,206,1830,9,559,0,0,0,0,0,0
2022-05,경원선,1915,동두천,14,2,1204,790,3343,4664,6318,9314,6357,7958,4904,7851,4876,4559,4041,4565,4060,3227,4654,4977,4630,3906,6248,4240,5934,4053,6640,4623,6361,5799,2975,4496,1712,4088,909,3403,657,2383,363,2273,1,475,0,0,0,0,0,0
2022-05,경원선,1916,소요산,113,0,896,741,1445,1740,3290,3283,4667,5140,5221,4918,4266,11257,4963,11969,7064,13780,9444,8712,13739,7163,15817,5180,14598,4348,10612,3684,6421,2619,2928,1968,1524,1910,937,1127,331,837,170,1120,5,777,0,0,0,0,0,0
2022-05,안산선,1751,산본,502,4,9126,1811,23478,6628,56861,14886,56224,30861,29280,22678,25343,20906,24029,21466,25531,22976,24621,25489,23953,26722,25619,27550,28183,33576,29069,42734,32414,68104,20830,57724,17658,32034,17544,26555,13983,22720,5090,15897,124,2959,0,1,0,0,0,0
2022-05,안산선,1752,대야미,11,1,2781,1138,8055,3780,19829,5707,21923,9018,11453,5379,8842,5533,7954,5648,8199,5731,7866,5322,7855,6153,8296,8158,9200,9451,9376,10789,11315,16682,6373,12651,4559,8959,3410,7778,1849,7786,791,4847,37,851,0,0,0,0,0,0
2022-05,안산선,1753,반월,12,0,3688,1093,7930,2980,17761,4537,17480,7882,10800,3900,8447,3701,7054,4453,6975,4683,6659,5304,5966,5962,5685,7230,6789,9688,8473,10629,8333,15742,4523,11766,3228,9275,2311,7643,1753,7134,657,4436,116,617,0,0,0,0,0,0
2022-05,안산선,1754,상록수,355,14,14416,2705,33189,8126,72263,14102,68607,21569,38601,17747,28195,16126,25731,14591,26016,16123,24061,18925,19966,19732,21575,22187,24689,30469,28778,43380,24842,66690,15977,57796,12146,39161,10078,35623,7474,29828,3056,20309,198,4292,0,0,0,0,0,0
2022-05,안산선,1755,한대앞,109,5,8191,916,17417,4554,33940,8590,28657,25988,19498,17042,16583,18251,15888,11261,16768,14996,15358,13698,14932,13707,15784,14399,20943,19061,22628,25885,20002,34755,11733,27958,10201,18345,9571,16051,8613,14357,3504,10779,100,2408,0,0,0,0,0,0
2022-05,안산선,1756,중앙,230,10,10475,1212,30931,10434,63328,17337,52252,38607,30246,33059,25549,21473,26645,21899,29357,27407,27104,31360,26489,29770,28647,31476,35044,38020,39580,51965,41639,75457,28193,62695,27473,36823,28264,32003,24692,26639,9951,21237,350,5236,2,2,0,0,0,0
2022-05,안산선,1757,고잔,245,11,5440,933,16011,5061,33393,13424,25121,28804,16369,15135,14241,11132,14751,10375,13690,11270,12867,12809,12700,12391,15111,12504,15989,13241,21710,19519,23950,27884,9591,22014,8184,13560,8427,12324,5811,11001,2392,9046,111,3147,0,0,0,0,0,0
2022-05,안산선,1758,초지,205,0,3434,650,10549,4117,22924,9739,17889,11886,10253,8677,7893,5808,7405,4696,7740,5793,6551,6941,5852,5601,6373,6810,8490,7777,10339,11927,11469,17941,5797,15319,4105,10284,3679,9424,2013,8328,762,6210,30,2240,0,0,0,0,0,0
2022-05,안산선,1759,안산,1234,12,11011,1726,12869,16154,23153,42845,23739,34494,19909,15563,16595,13025,16004,14294,17249,14180,17189,13766,17307,14726,18825,15661,23231,17085,43191,25726,47824,27939,22398,22106,19595,16364,11930,14370,5099,11213,1511,7018,62,2713,0,0,0,0,0,0
2022-05,안산선,1760,신길온천,11,1,2206,114,3853,1829,7702,3936,6799,3058,4107,1566,3327,1651,2861,1837,2884,1992,2594,1678,2248,2218,2316,2733,3042,3168,4272,4684,4180,6112,2424,4894,1723,3505,964,3000,445,2611,192,2164,11,470,0,0,0,0,0,0
2022-05,안산선,1761,정왕,289,1,6930,303,10974,13428,20391,26489,18387,35143,12488,28469,11996,17426,12883,14614,15345,13865,15051,14668,13661,13327,18099,13245,25500,12631,33715,18438,36532,23266,17864,17604,13269,13949,10230,12010,5993,9888,1689,7623,24,1685,0,0,0,0,0,0
2022-05,안산선,1762,오이도,205,1,6597,403,16410,7783,34439,13753,28777,15976,17882,9605,14141,9504,14179,12807,13853,13278,12494,12482,12395,13046,13860,14908,17481,17001,21018,22114,20802,29913,11487,24560,9763,16927,8731,14754,5158,12816,1502,10710,3,3869,0,0,0,0,0,0
2022-05,안산선,1763,수리산,12,1,3494,498,9367,1993,18984,4715,19117,7939,10426,5616,7824,7352,7360,5168,7178,4849,6943,4605,6112,4868,7052,5366,6553,6613,6100,7955,5966,12704,3190,10330,2264,6676,1590,5803,1100,5696,402,4040,11,727,0,0,0,0,0,0
2022-05,과천선,1450,선바위,1,0,1211,1119,6668,10237,18967,19457,22793,27043,17281,16591,12517,9181,10956,9059,12028,9491,12013,9129,11981,8315,12650,9968,16443,11307,24395,14421,32310,18394,15281,14093,9368,9257,8093,9600,4375,8486,1038,4781,8,224,0,0,0,0,0,0
2022-05,과천선,1451,경마공원,0,0,372,490,812,2157,2220,3916,2821,12541,2413,35832,2449,49897,3155,23266,4397,18714,5037,16337,9135,10116,12770,6104,21962,3805,35580,2497,72575,2547,11519,2094,2845,1240,960,1175,351,858,127,617,10,38,0,0,0,0,0,0
2022-05,과천선,1452,대공원,3,0,82,407,316,4021,957,6113,1295,33453,2095,47123,3610,41088,8076,27420,16028,19373,16354,19016,23229,15348,33639,9160,33900,5894,30943,3344,25125,2609,13304,1438,9977,761,10439,676,5146,499,212,249,9,10,0,0,0,0,0,0
2022-05,과천선,1453,과천,6,1,2494,330,10778,2223,28347,5138,26419,9515,16961,5826,12687,5194,11597,5908,11484,6989,11123,7217,10353,8237,9774,9130,11360,11736,10995,14977,9538,22727,4930,19361,3534,12079,2628,12381,1881,12440,541,7317,7,321,0,0,0,0,0,0
2022-05,과천선,1454,정부과천청사,5,0,2160,965,8093,13565,22618,22074,21213,66771,15200,17403,12775,11174,12876,10230,13851,10860,14741,11862,14559,12226,16092,12004,23834,14323,33034,18059,52076,24173,14921,19472,12472,11515,10534,10990,5898,10047,1435,6104,10,227,0,0,0,0,0,0
2022-05,과천선,1455,인덕원,121,2,8476,3794,29146,16681,81053,39774,75170,100949,47810,38113,38328,23245,32290,22508,33776,21815,33129,26611,29843,26256,32724,31842,40326,37056,58799,55178,84449,85209,31665,71150,25555,40584,24782,36319,17616,36277,4822,24077,44,989,0,0,0,0,0,0
2022-05,과천선,1456,평촌,15,0,4476,2716,21116,9618,59087,33400,47337,87325,27662,32180,21741,16191,19988,14477,21046,14411,18603,19446,18620,16739,21564,17587,25087,22783,43518,29228,64344,47683,25534,43286,18919,23258,16664,19644,14365,19180,4410,11574,34,762,0,1,0,0,0,0
2022-05,과천선,1457,범계,119,2,8267,2731,35697,11673,94757,24783,80289,61229,46389,42794,37607,31693,35476,29761,38614,33075,36932,39516,35992,37266,39292,42399,45806,50851,52747,67222,62432,104305,37847,82054,40797,42335,32514,37267,28761,34714,9853,21022,135,1506,0,0,0,0,0,0
2022-05,분당선,1023,선릉,72,1,1212,1521,2304,10582,5194,45097,7228,140240,5951,90206,7585,38362,9094,24481,11456,20607,12633,22803,14213,18329,17872,15789,25859,18050,44958,22234,79249,26096,33572,15357,21114,7393,20553,6259,19227,5910,5253,3656,182,1013,0,0,0,0,0,0
2022-05,분당선,1024,한티,87,33,2445,1170,8095,9648,23210,29349,29179,50531,18161,40033,15043,24544,16626,19563,20252,23213,20746,29882,19634,21821,23619,22268,29549,28411,41961,35773,45981,36949,27186,25149,30028,14424,24519,13419,29174,12543,3831,7152,87,586,0,0,0,0,0,0
2022-05,분당선,1025,도곡,91,2,1541,1174,3880,7174,9770,15028,14935,25099,11172,17629,9382,9439,9916,8202,10539,8700,11204,9255,11470,9390,14663,9433,17540,10661,21845,11989,22449,14497,12338,11946,8462,7500,7234,6882,5756,6956,1062,4329,38,658,1,0,0,0,0,0
2022-05,분당선,1026,구룡,1,0,445,1315,1526,7151,3807,10735,6154,5481,4506,2196,3447,1953,3169,1660,3245,2061,3097,2532,2968,2384,4083,2741,9985,3097,7630,3686,5716,4430,2818,3659,1712,2437,2960,2288,782,2344,190,1739,8,84,0,0,0,0,0,0
2022-05,분당선,1027,개포동,3,0,967,1123,3289,8002,9304,6111,10555,9925,7170,6598,6225,5713,5259,4255,6047,5158,5934,6218,6059,5873,6511,6235,10375,6859,11040,8412,9217,10338,5445,8434,3980,5380,4052,5037,4071,4878,1331,3043,15,112,0,0,0,0,0,0
2022-05,분당선,1028,대모산입구,10,1,2065,860,5181,4691,15688,5995,17765,10446,11056,5827,8268,4234,7249,4452,7467,4923,6903,5604,6092,5142,6944,6778,8972,7662,9894,9489,9536,11942,4635,10613,2818,6875,2196,6545,1691,7116,486,4127,9,239,2,3,0,0,0,0
2022-05,분당선,1030,수서,31,0,3486,4362,6560,14932,25417,28636,40148,46817,25799,26807,23958,19880,19465,15265,23894,20203,21405,18693,15541,18667,25551,20925,29875,25564,36163,31484,42870,41069,19666,30246,20866,20018,14326,18401,15499,16179,6850,7471,36,664,0,0,0,0,0,0
2022-05,분당선,1031,복정,0,0,0,0,0,0,1,0,1,0,0,0,2,0,2,0,0,0,1,0,2,0,1,0,1,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0
2022-05,분당선,1846,수원,563,6,5036,985,9090,4340,25362,9704,26914,14843,13558,12710,9307,10317,9354,10327,10903,11257,10726,12374,10670,11472,12842,11239,16300,14189,18889,21904,21617,27896,16555,19524,16043,10608,14431,8200,13576,6634,5795,4440,137,1012,0,0,0,0,0,0
2022-05,분당선,1847,서울숲,138,0,2732,669,5336,5401,13824,22394,22611,47540,14648,37951,9465,25512,9972,24372,13716,23912,15307,27247,18071,26276,24121,25320,31118,23211,45901,23478,56075,30520,33476,19235,23966,9969,21187,8294,15012,7675,3988,4153,80,1046,0,0,0,0,0,0
2022-05,분당선,1848,압구정로데오,107,1,2218,909,3570,11305,5697,25771,8766,76203,7313,105294,8608,56310,13148,42828,17595,37133,21247,36803,27341,33843,35365,31608,44757,34711,61839,41885,90964,50032,68293,28235,55831,12064,43466,8106,36225,6398,11299,3758,305,719,0,0,0,0,0,0
2022-05,분당선,1849,강남구청,21,1,1651,690,3056,5116,7703,15355,11821,60079,9194,48218,8874,20438,9850,15846,10541,14860,12266,16120,13413,14418,14881,14112,18049,15209,27989,18290,53687,21773,27238,13874,15683,7778,14143,6182,11148,5779,3364,3794,59,865,0,0,0,0,0,0
2022-05,분당선,1850,선정릉,9,0,926,1031,2094,6084,4853,13729,7766,54468,6410,40152,5746,15019,6685,10121,8566,8545,8569,9350,9895,8331,11236,7438,13742,8257,24454,9652,45323,10960,22082,7275,11805,4168,9677,3783,7716,3577,2213,2442,48,659,0,0,0,0,0,0
2022-05,분당선,1851,가천대,40,2,5397,711,7570,4002,18918,6836,26529,38551,16135,40569,12686,32820,13380,14153,23050,27155,15909,17279,22568,16745,26412,13218,33763,14431,41151,18806,23023,24480,13503,20652,9604,15307,8798,16490,9316,16907,3837,13416,35,583,0,0,0,0,0,0
2022-05,분당선,1852,태평,216,9,15682,1638,21218,5840,44151,8466,63831,18226,43360,13427,25149,11948,20220,13422,20899,14880,20534,15703,18147,17591,17209,24270,18627,28396,21343,36492,19296,48060,11696,35395,8953,26084,6820,27989,5286,21857,1925,13967,28,756,0,0,0,0,0,0
2022-05,분당선,1853,모란,391,11,16126,3273,23768,11780,54718,25141,70427,39209,50662,31941,34578,28778,33454,32336,36786,33679,35712,36035,38712,35862,35388,39669,39350,44624,41774,50388,44293,67454,26189,50173,19243,36808,16678,32605,14345,27411,7188,19820,144,1532,0,0,0,0,0,0
2022-05,분당선,1854,야탑,107,5,7595,3085,20242,16110,55583,42879,66598,98454,45448,56213,36765,37160,37654,33772,38489,38830,38529,40902,38957,37188,43945,41796,50579,46387,67863,60136,90970,77130,42133,58138,32399,37452,29307,29907,21708,28956,7963,19198,231,1977,1,1,0,0,0,0
2022-05,분당선,1855,서현,290,14,4848,3125,14117,13357,35216,41553,43007,81895,30920,65918,27865,41762,29420,35316,33385,37347,33806,39869,38034,40953,44279,38456,50960,44379,70553,57229,90557,68480,50485,50158,49253,29598,41370,22926,30946,20239,13164,12879,472,1553,0,0,0,0,0,0
